Name;Type;Damage;Attacks;Decay;Ammo
EWE EP-21 Defender, Ancient, Improved;Laser;35;60;0.140;800
EWE EP-21 Defender, Improved;Laser;35;60;0.140;800
EWE EP-21 Defender, Improved, SGA Edition;Laser;36;60;0.373;800
EWE EP-22 Vanguard;Laser;33;50;0.180;800
EWE EP-22 Vanguard, Mentor Edition;Laser;34;55; ;800
EWE EP-32 Enforcer;Laser;27;50;0.660;600
EWE EP-32 Enforcer, Ancient;Laser;27;50;0.660;600
EWE EP-32 Enforcer, SGA Edition;Laser;29;50;1.153;600
EWE EP-33 Ultra Enforcer;Laser;33;50;1.200;700
EWE EP-35 Serenity;Laser;42;35;4.200;600
EWE EP-35 Serenity, SGA Edition;Laser;42;35; ;600
EWE EP-38 Night Special;Laser;58;33;6.100;800
EWE EP-38 Night Special, Augmented;Laser;73;62;7.220;900
EWE EP-40 Mercenary;Laser;41;55;0.950;900
EWE EP-40 Mercenary, Ancient, Modified;Laser;67;86;0.300;1500
EWE EP-40 Mercenary, Mentor Edition;Laser;42;55;1.000;950
EWE EP-40 Mercenary, Modified;Laser;67;86;0.300;1500
EWE EP-40 Mercenary, Modified (L);Laser;67;86;0.300;1500
EWE EP-40 Mercenary, Modified, SGA Edition;Laser;67;86;0.300;1500
EWE EP-41 Military;Laser;55;55;1.300;1200
EWE EP-41 Military, Adjusted;Laser;55;63;1.292;1200
EWE EP-41 Military, SGA Edition;Laser;58;55;2.025;1200
EWE EP-43 Guard;Laser;62;41;2.900;1200
EWE EP-45 Hunter;Laser;58;52;2.200;1200
EWE EP-45 Hunter, SGA Edition;Laser;58;52; ;1200
EWE EP-50 Ranger;Laser;60;48;2.500;1200
EWE EP-51 Eomon (L);Laser;105;42;0.016;2500
EWE EP-52 Dissolver (L);Laser;76;57;1.380;1673
EWE EP-52 Dissolver, CDF Edition (L);Laser;76;57;0.004;1811
EWE EP-53 Submission (L);Laser;79;59;1.490;1733
EWE EP-53 Submission, CDF Edition (L);Laser;79;59;0.004;1882
EWE EP-53 Submission, E.L.M Edition (L);Laser;79;59;0.010;1881
EWE EP-53 Submission, MM Edition (L);Laser;79;59;0.010;1881
EWE EP-53 Submission, RX Edition (L);Laser;79;59;0.010;1881
EWE EP-54 Fury (L);Laser;80;61;1.495;1753
EWE EP-54 Fury, CDF Edition (L);Laser;80;61;0.004;1902
EWE EP-57 Catalyzer;Laser;67;81;1.800;1380
EWE EP-57 Catalyzer (L);Laser;67;81;1.140;1380
EWE LC-100 Frontier;Laser;46;54;0.870;1030
EWE LC-100 Frontier (L);Laser;46;54;0.870;1030
EWE LC-100 Frontier, CDF Edition (L);Laser;46;54;0.003;1117
EWE LC-120 Purpose (L);Laser;56;51;1.000;1258
EWE LC-120 Purpose, CDF Edition (L);Laser;56;51;0.003;1358
EWE LC-150 Tactical (L);Laser;74;51;1.440;1625
EWE LC-150 Tactical, CDF Edition (L);Laser;74;51;0.003;1769
EWE LC-200 Scout (L);Laser;91;45;2.103;1960
EWE LC-200 Scout, CDF Edition (L);Laser;91;45;0.004;2170
EWE LC-240 Recon (L);Laser;91;48;1.600;2010
EWE LC-240 Recon, CDF Edition (L);Laser;91;48;0.004;2170
EWE LC-240 Recon, E.L.M Edition (L);Laser;91;48;0.010;2169
EWE LC-240 Recon, MM Edition (L);Laser;91;48;0.010;2169
EWE LC-240 Recon, RX Edition (L);Laser;91;48; ;2169
EWE LC-300 Ambush;Laser;134;40;2.550;2920
EWE LC-300 Ambush (L);Laser;134;40;2.554;2920
EWE LC-300 Ambush, CDF Edition (L);Laser;134;40;0.005;3175
EWE LC-340 Ranger (L);Laser;102;54;2.020;2210
EWE LC-340 Ranger, CDF Edition (L);Laser;102;54;0.005;2412
EWE LC-350 Dissolver (L);Laser;138;41;3.300;2925
EWE LC-350 Dissolver, CDF Edition (L);Laser;138;41;0.005;3255
EWE LC-400 Submission (L);Laser;147;40;3.400;3120
EWE LC-400 Submission, CDF Edition (L);Laser;147;40;0.005;3460
EWE LC-500 Fury (L);Laser;131;46; ;2809
EWE LC-500 Fury, CDF Edition (L);Laser;131;46;0.005;3076
EWE LC-625 Gleamer;Laser;125;46;2.477;2660
EWE LC-625 Gleamer (L);Laser;125;46;2.477;2660
Falcata;Longblades;10;56;2.420;0
Falx;Longblades;12;51;2.920;0
Fenris Assault Shotgun;BLP;22;48;2.725;259
Fenris Assault Shotgun (L);BLP;20;48;2.500;225
Fenris Sniper Rifle (L);BLP;140;13; ;3300
Fire Forge ARR 8000;Laser;66;24;1.060;1500
Fire Forge ARR 8000, Ancient;Laser;66;24;1.060;1500
Fire Forge ARR 8000, Ancient, Improved;Laser;92;30;0.350;2100
Fire Forge ARR 8000, Improved;Laser;92;30;0.351;2100
Fire Forge ARR 8000, SGA Edition;Laser;69;24;1.790;1500
Fire Forge ARR 8000M;Laser;71;24;1.200;1600
Fire Forge ARR 8000M, Ancient;Laser;71;24;1.200;1600
Fire Forge BGH 4400;Laser;53;21;1.030;1200
Fire Forge BGH 4400, Ancient;Laser;53;21;1.030;1200
Fire Forge BGH 4400M;Laser;61;21;0.800;1400
Fire Forge BGH 4400M, Ancient;Laser;61;21;0.800;1400
Fire Forge BGH 4400M, Modified;Laser;129;25;1.250;2800
Fire Forge DAR 9300;Laser;76;29;1.350;1700
Fire Forge DAR 9300, Modified;Laser;155;35;17.000;2000
Fire Forge DAR 9300, SGA Edition;Laser;78;30; ;1700
Fire Forge DAR 9300, TWEN Edition;Laser;76;32;1.215;1530
Fireforge FF39 (L);Laser;89;42; ;1800
Fireforge FF43 (L);Laser;89;45;3.430;1800
Fireforge FF53E (L);Laser;124;37;4.900;2510
Fireforge FF61 (L);Laser;110;45; ;2220
Fireforge FF66 (L);Laser;104;50; ; 
Fireforge FF76 (L);Laser;135;42; ; 
Fire Forge RAR 9900, Mentor Edition;Laser;98;24;6.000;2000
Fire Forge SGH 2200;Laser;38;21;0.600;900
Fire Forge SGH 2200, Ancient;Laser;38;21; ;900
Fire Forge SGH 2200, Mentor Edition;Laser;42;22;1.370;900
Fire Forge SGH 2200M;Laser;43;20;0.680;1000
Fire Forge SGH 2200M, Ancient;Laser;43;20; ;1000
Fire Sword (L);Longblades;73;44; ;0
First Gen Combustive Attack Chip 4;Pyro;140;5;20.640;1376
First Gen Combustive Attack Chip 5;Pyro;168;5;24.780;1652
First Gen Combustive Attack Chip 6;Pyro;199;4;28.247;1956
First Gen Combustive Attack Chip 8;Pyro;296;3;43.650;2910
Flamethrower (FA) (L);BLP;20;61; ;385
Force Mace Assail;Clubs;37;34;9.062;0
Force Mace Assail (L);Clubs;37;34;9.000;0
Force Mace Attack (L);Clubs;89;42; ;0
Force Mace Basher;Clubs;49;39;11.814;0
Force Mace Basher (L);Clubs;49;39;11.600;0
Force Mace Basher, Adapted (L);Clubs;69;54;16.630;0
Force Mace Clobber;Clubs;61;42;14.674;0
Force Mace Clobber (L);Clubs;61;42;14.462;0
Forest Sword (L);Longblades; ; ; ; 
FreanD Alpha BLP Pistol;BLP;16;35;0.060;400
FreanD Alpha BLP Pistol, Mentor Edition;BLP;17;39;0.200;400
FreanD Alpha BLP Pistol, SGA Edition;BLP;19;35;0.821;400
FreanD Beta BLP Pistol;BLP;24;35;2.050;400
FreanD Beta BLP Pistol, SGA Edition;BLP;26;35;2.554;400
FreanD Delta BLP Pistol;BLP;44;67;3.500;700
FreanD Delta BLP Pistol, SGA Edition;BLP;47;67;4.217;700
FreanD Epsilon BLP Pistol;BLP;49;68;4.320;800
FreanD Gamma BLP Pistol;BLP;31;46;2.700;500
FreanD Gamma BLP Pistol, SGA Edition;BLP;33;46; ;500
Functional Slicer (L);Longblades;17;44;4.100;0
Fusil Arabesque;Laser;49;42;1.500;1100
Fusil Charade;Laser;51;41;1.800;1100
Garys Pistol MK I (L);Laser;102;51; ;2284
Genesis ArcSpark;Shortblades;59;70;14.160;0
Genesis ArcSpark (L);Shortblades;59;70;14.160;0
Genesis Bifrost;Shortblades;115;49;27.661;0
Genesis Bifrost (L);Shortblades;115;49; ;0
Genesis Blizzard (L);Longblades;148;30;35.330;0
Genesis Corroder (L);Shortblades;57;67;13.700;0
Genesis Corroder, MM Edition (L);Shortblades;57;67;0.009;1369
Genesis Dragons Breath;Longblades;121;34;29.052;0
Genesis Dragons Breath (L);Longblades;121;34;28.675;0
Genesis Firefly;Shortblades;90;45;21.676;0
Genesis Firefly (L);Shortblades;90;45;21.700;0
Genesis Flash-Freeze (L);Longblades;199;29;46.900;0
Genesis Formacida (L);Longblades;203;25;48.180;0
Genesis Globstrosity (L);Longblades;228;24;53.880;0
Genesis High-Tension Resolver;Shortblades;108;48;26.024;0
Genesis High-Tension Resolver (L);Shortblades;108;48;25.712;0
Genesis Icerage (L);Longblades;106;30;25.500;0
Genesis Icerage, E.L.M Edition (L);Longblades;106;30;0.011;2548
Genesis Icerage, MM Edition (L);Longblades;106;30;0.011;2548
Genesis Icicle (L);Shortblades;53;66;12.785;0
Genesis Niflheim;Longblades;157;36;37.730;0
Genesis Niflheim (L);Longblades;157;36;37.241;0
Genesis Power Claw Mk. 1 (L);Power Fist;37;62;8.807;0
Genesis Power Claw Mk. 2 (L);Power Fist;42;64;9.947;0
Genesis Power Claw Mk. 3 (L);Power Fist;49;68; ;0
Genesis Power Claw Mk. 4 (L);Power Fist;52;71; ;0
Genesis Power Claw Mk. 5 (L);Power Fist;57;76;13.577;0
Genesis Power Claw Mk. 6 (L);Power Fist;60;79;14.257;0
Genesis Power Claw Mk. 6, FEN Edition;Power Fist;61.5;87;12.840;0
Genesis Prism of Destruction;Shortblades;121;51;29.000;0
Genesis Prism Of Destruction (L);Shortblades;121;51; ;0
Genesis Rainbow Sword;Longblades;166;37;39.759;0
Genesis Rainbow Sword (L);Longblades;166;37;39.243;0
Genesis Sparkbite (L);Longblades;179;27;42.510;0
Genesis Sparkbite, E.L.M Edition (L);Longblades;179;27;0.015;4248
Genesis Sparkbite, MM Edition (L);Longblades;179;27;0.015;4248
Genesis Spitfire (L);Longblades;123;28;29.462;0
Genesis Star Battle Rifle;Laser;1;7; ;3800
Genesis Stingury;Shortblades;100;46;24.070;0
Genesis Stingury (L);Shortblades;100;46;23.781;0
Genesis Sulfury;Longblades;135;34;32.443;0
Genesis Sulfury (L);Longblades;135;34;32.022;0
Genesis Tesla Sword;Longblades;147;35;35.326;0
Genesis Tesla Sword (L);Longblades;147;35;34.868;0
Genuine Design Clone GDC-97;BLP;37;41;2.300;700
GeoTrek AL15 Taurus (L);Laser;62;37;3.011;1200
GeoTrek AL17 Auriga (L);Laser;76;37;2.510;1600
GeoTrek AL21 Canis;Laser;85;38;3.989;1700
GeoTrek AL21 Canis (L);Laser;85;38;3.657;1700
GeoTrek AL22 Lupus (L);Laser;91;39;4.190;1800
GeoTrek AL24 Scorpius;Laser;94;41;4.221;1900
GeoTrek AL24 Scorpius (L);Laser;94;41;3.853;1900
GeoTrek AL26 Serpentis (L);Laser;114;41;4.749;2300
GeoTrek AL29 Felis (L);Laser;150;37;7.407;2900
GeoTrek H8 Mean (L);BLP;24;52; ;490
GeoTrek H15 Vile (L);BLP;35;56;1.420;710
GeoTrek H21 Scrof;Laser;44;53;1.713;900
GeoTrek H21 Scrof (L);Laser;44;53;1.534;900
GeoTrek H23 Crista;Laser;52;51;1.894;1100
GeoTrek H23 Crista (L);Laser;52;51;1.680;1100
GeoTrek H24 Sin (L);BLP;48;58;1.950;967
GeoTrek H25 Mikus (L);Laser;55;50;2.233;1100
GeoTrek H26 Elima (L);Laser;63;51;2.211;1300
GeoTrek H27 Vilitus (L);Laser;71;49;2.034;1500
GeoTrek H28 Hokipus (L);Laser;83;52;2.130;1800
GeoTrek H29 Wretched (L);BLP;54;58;2.130;1094
GeoTrek H30 Illum (L);Laser;98;51;3.590;2000
GeoTrek H33 Uti (L);Laser;105;51;4.433;2100
GeoTrek H35 Evil (L);BLP;64;55;2.575;1293
GeoTrek H36 Saou (L);Laser;117;51;4.186;2400
GeoTrek H40 Brody;BLP;36;48;1.819;700
GeoTrek H40 Brody (L);BLP;36;48;1.679;700
GeoTrek H41 Mina;BLP;49;50;3.113;900
GeoTrek H41 Mina (L);BLP;49;50;2.917;900
GeoTrek H42 Demonic (L);BLP;64;61;2.479;1290
GeoTrek H45 Ortso (L);BLP;60;54;3.725;1100
GeoTrek H46 Menes (L);BLP;84;55;5.197;1500
GeoTrek H49 Poros (L);BLP;96;58;6.160;1700
GeoTrek H57 Kind (L);BLP;78;61; ;1590
GeoTrek H73 Pure (L);BLP;89;63; ;1773
GeoTrek H1051 Kisf (L);BLP;139;49;8.461;2500
GeoTrek H1071 Otk (L);BLP; ; ; ; 
GeoTrek LH27 Rookie (L);Laser;55;55;2.130;1130
GeoTrek LH57 Recruit (L);Laser;79;60; ;1607
GeoTrek LH76 Sergeant (L);Laser;93;62; ;1905
GeoTrek LP34 Whirlwind (L);BLP;66;53;2.906;1308
GeoTrek LP39 Gust (L);BLP;79;47;3.140;1580
GeoTrek LP43 Gale (L);BLP;79;50; ;1580
GeoTrek LP47 Twister (L);BLP;79;54;3.906;1534
GeoTrek LP53 Storm (L);BLP;105;44; ;2131
GeoTrek LP58 Hurricane (L);BLP;108;45; ;2186
GeoTrek LP63 Cyclone (L);BLP;108;47; ;2197
GeoTrek LP120 Niloticus;BLP;12;55;0.976;200
GeoTrek LP120 Niloticus (L);BLP;12;55;0.923;200
GeoTrek LP175 Sphyra (L);BLP;17;53;1.133;300
GeoTrek LP470 Manis (L);BLP;48;51;2.721;900
GeoTrek LP485 Apis (L);BLP;66;53;2.987;1300
GeoTrek LP485 Apis, SGA Edition (L);BLP;66;55;2.987;1300
GeoTrek LP510 Huo (L);BLP;86;52; ;1500
GeoTrek LP510 Huo, SGA Edition (L);BLP;86;52;5.885;1500
GeoTrek LP525 Geke (L);BLP;94;50;5.837;1700
GeoTrek LP540 Tau (L);BLP;104;54;6.260;1900
GeoTrek LP550 Eomon (L);BLP;83;56;0.012;1980
Geotrek LR34 Aves (L);Laser;79;44;3.720;1551
GeoTrek LR47 Ursus (L);Laser;86;50;3.990;1697
Ghetto Club (L);Clubs;10;22;2.450;0
Glinting Unity, TWEN Edition;BLP;100;67;0.990;1970
Gravis GBP-32;BLP;44;67;2.630;787
Gravis GBP-34;BLP;49;68;3.080;924
Gravis GBP-35;BLP;44;71;2.630;787
Gravis GBP-35 Mk.II;BLP;47;67;2.810;841
Gravis GBR-23;BLP;37;67;2.350;705
Gravis GBR-30;BLP;52;57;3.150;944
Gravis GBR-34;BLP;60;54;3.640;1090
Gravis GBR-34 Mk.II;BLP;56;59;3.410;1023
Gravis GLP-27;Laser;62;41;3.730;1117
Gravis GLP-31;Laser;55;55;3.330;997
Gravis GLP-33;Laser;60;48;3.630;1087
Gravis GLP-36;Laser;57;60;3.500;1050
Gravis GLR-26;Laser;63;40;3.810;1141
Gravis GLR-27;Laser;54;43;3.179;953
Gravis GLR-29;Laser;63;43;3.800;1141
Gravis GLR-33;Laser;59;52;3.570;1068
Great Argonaut Claws, FEN Edition;Power Fist;80;76;1.184;1461
Great Argonaut's Claws (L);Power Fist;74;61; ;0
Green Envy Star Stunna (L);BLP;22;83; ;429
Green Envy Sticky Laucher (L);Grenade;35;37; ;695
Green Envy Turrelion Spec Flamebather (L);BLP;44;83; ;958
Green Envy Xent Tech Freeze Ray (L);BLP;58;22; ;1295
Grenade Launcher NGL-1;Grenade;8;27;1.650;100
Grindhouse Rodriguez (L);BLP;38;56; ;5400
Grindhouse Sleaze (L);BLP;12;22;2.000;1000
Grindhouse Striptease (L);BLP;60;56;5.000;9999
Grindhouse Tarantino (L);BLP;48;56;5.000;6900
Grunt Flamethrower (FA) (L);BLP;30;61;2.000;529
Guide Marber, SGA Edition;Plasma;122;14;4.000;2500
Heimdall;Laser;44;39;1.300;1000
Hel;Laser;51;39; ;1200
Hel Death;Laser;53;38;1.200;1200
Helen's Knife (L);Shortblades;38;44; ;0
Hellhammer LDS-1;BLP;188;8; ;400
Herman ARK-0 (L);BLP;10;44;0.050;240
Herman ARK-5 Desert (L);BLP;20;44;1.061;380
Herman ARK-5 Desert MK.I (L);BLP;20;44; ;380
Herman ARK-6 Arctic (L);BLP;21;44;1.001;410
Herman ARK-6 Arctic MK.I (L);BLP;21;44; ;410
Herman ARK-6 Jungle (L);BLP;18;52;1.072;330
Herman ARK-6 Jungle MK.I (L);BLP;18;52; ;330
Herman ARK-10 Smuggler;BLP;19;48;1.159;355
Herman ARK-11 (L);BLP;35;45;1.657;685
Herman ARK-16 (L);BLP;45;45;0.920;990
Herman ARK-20 Smuggler;BLP;52;50;2.522;1035
Herman ARK-21 Desert (L);BLP;55;45;2.241;1110
Herman ARK-21 Desert MK.I (L);BLP;55;45; ;1110
Herman ARK-22 Arctic (L);BLP;57;45;2.225;1160
Herman ARK-22 Arctic MK.I (L);BLP;57;45; ;1160
Herman ARK-23 Jungle (L);BLP;50;54;2.284;985
Herman ARK-23 Jungle MK.I (L);BLP;50;54; ;985
Herman ARK-27 (L);BLP;65;46;2.871;1290
Herman ARK-30 Smuggler;BLP;71;51;3.796;1375
Herman ARK-31 Desert (L);BLP;70;46;1.450;1540
Herman ARK-34 Desert (L);BLP;75;46;3.419;1475
Herman ARK-36 Arctic (L);BLP;78;46;3.398;1550
Herman ARK-38 Jungle (L);BLP;68;54;3.478;1300
Herman ARK-38 Jungle MK.I (L);BLP;68;54; ;1300
Herman ARK-40 Smuggler;BLP;85;51;5.026;1595
Herman ARK-41 (L);BLP;77;49;1.550;1700
Herman ARK-46 (L);BLP;80;47;4.035;1535
Herman ARK-50 Arctic (L);BLP;94;47;4.586;1815
Herman ARK-54 Desert (L);BLP;90;47;4.625;1715
Herman ARK-55 Jungle (L);BLP;84;56;1.700;1840
Herman ARK-60 Jungle (L);BLP;82;56;4.638;1520
Herman ARK-65 (L);BLP;100;48;5.242;1895
Herman ARK-70 Desert (L);BLP;105;48;5.819;1955
Herman ARK-75 Arctic (L);BLP;110;48;5.770;2080
Herman ARK-77 Jungle (L);BLP;96;57;5.845;1735
Herman ARK-100 Prototype (L);BLP;58;30;0.693;1317
Herman ARK-300 Prototype (L);BLP;84;26;1.007;1907
Herman ARK-500 Prototype (L);BLP;120;22;1.431;2725
Herman ARK-R;BLP;7;46;0.100;165
Herman ASI-0 (L);BLP;8;48;0.106;185
Herman ASI-5 Arctic (L);BLP;18;49;0.350;400
Herman ASI-7 Arctic (L);BLP;24;48;0.370;545
Herman ASI-7 Arctic MK.I (L);BLP;24;48; ;545
Herman ASI-7 Desert (L);BLP;24;48;0.379;545
Herman ASI-7 Desert MK.I (L);BLP;24;48; ;545
Herman ASI-7 Jungle (L);BLP;20;57;0.415;445
Herman ASI-7 Jungle MK.I (L);BLP;20;57;0.415;445
Herman ASI-10 Smuggler;BLP;23;52; ;515
Herman ASI-11 (L);BLP;33;50;0.709;730
Herman ASI-16 Arctic (L);BLP;41;49;0.840;901
Herman ASI-20 Smuggler;BLP;47;54;1.241;1035
Herman ASI-21 Arctic (L);BLP;51;50;1.002;1135
Herman ASI-21 Arctic MK.I (L);BLP;51;50; ;1135
Herman ASI-21 Desert (L);BLP;50;50;1.019;1110
Herman ASI-21 Desert MK.I (L);BLP;50;50; ;1110
Herman ASI-21 Jungle (L);BLP;44;58;1.038;965
Herman ASI-21 Jungle MK.I (L);BLP;44;58; ;965
Herman ASI-24 (L);BLP;55;51;1.329;1200
Herman ASI-27 Arctic (L);BLP;63;47;1.300;1380
Herman ASI-30 Smuggler;BLP;62;54;1.921;1335
Herman ASI-32 Desert (L);BLP;66;51;1.639;1435
Herman ASI-32 Desert MK.I (L);BLP;66;51; ;1435
Herman ASI-33 Arctic (L);BLP;67;51;1.621;1460
Herman ASI-33 Arctic MK.I (L);BLP;67;51; ;1460
Herman ASI-33 Jungle (L);BLP;58;59;1.656;1240
Herman ASI-33 Jungle MK.I (L);BLP;58;59; ;1240
Herman ASI-37 (L);BLP;71;51;1.949;1525
Herman ASI-40 Smuggler;BLP;72;56;2.561;1515
Herman ASI-42 Desert (L);BLP;77;51;2.259;1635
Herman ASI-44 Arctic (L);BLP;79;51;2.243;1685
Herman ASI-44 Jungle (L);BLP;69;60;2.277;1440
Herman ASI-48 Desert (L);BLP;83;52;1.700;1840
Herman ASI-50 Smuggler;BLP;91;57;3.261;1910
Herman ASI-53 Desert (L);BLP;90;51;1.850;1975
Herman ASI-58 Desert (L);BLP;92;52;1.850;2030
Herman ASI-63 (L);BLP;90;52;2.569;1920
Herman ASI-70 Desert (L);BLP;96;52;2.879;2025
Herman ASI-72 Arctic (L);BLP;98;52;2.885;2070
Herman ASI-72 Jungle (L);BLP;85;61;2.899;1760
Herman ASI-R;BLP;5;80;0.100;115
Herman ASI TEN Edition;BLP;76;54;2.117;1600
Herman ASI Trainer (L);BLP;2;48; ;16
Herman ASI Trainer MkI (L);BLP;2;48;0.266;20
Herman CAP-0 (L);Laser;8;46;0.106;185
Herman CAP-4 Desert (L);Laser;14;49;0.220;316
Herman CAP-7 Arctic (L);Laser;25;46;0.363;570
Herman CAP-7 Arctic MK.I (L);Laser;25;46; ;570
Herman CAP-7 Desert (L);Laser;25;46;0.372;570
Herman CAP-7 Desert MK.I (L);Laser;25;46; ;570
Herman CAP-7 Jungle (L);Laser;20;54;0.365;450
Herman CAP-7 Jungle MK.I (L);Laser;20;54; ;450
Herman CAP-10 Smuggler;Laser;24;51;0.528;540
Herman CAP-12 (L);Laser;35;47;0.694;780
Herman CAP-20 Desert (L);Laser;52;47;0.954;1165
Herman CAP-20 Desert MK.I (L);Laser;52;47; ;1165
Herman CAP-20 Smuggler;Laser;49;51;1.184;1090
Herman CAP-21 Jungle (L);Laser;46;56;0.974;1020
Herman CAP-21 Jungle MK.I (L);Laser;46;56; ;1020
Herman CAP-22 Arctic (L);Laser;54;47;0.929;1215
Herman CAP-22 Arctic MK.I (L);Laser;54;47; ;1215
Herman CAP-25 (L);Laser;58;48;1.190;1280
Herman CAP-28 Arctic (L);Laser;62;48;1.290;1364
Herman CAP-30 Smuggler;Laser;64;52;1.863;1390
Herman CAP-32 Desert (L);Laser;69;48;1.566;1515
Herman CAP-33 Arctic (L);Laser;70;48;1.547;1540
Herman CAP-34 Jungle (L);Laser;61;57;1.583;1320
Herman CAP-34 Jungle MK.I (L);Laser;61;57; ;1320
Herman CAP-35 (L);Laser;58;48;1.256;1280
Herman CAP-37 (L);Laser;74;50;1.876;1605
Herman CAP-40 Desert (L);Laser;77;50;1.600;1695
Herman CAP-40 Smuggler;Laser;75;54;2.449;1600
Herman CAP-43 Desert (L);Laser;81;50;2.126;1745
Herman CAP-44 Arctic (L);Laser;83;50;2.110;1795
Herman CAP-45 Jungle (L);Laser;72;58;2.152;1525
Herman CAP-48 (L);Laser;83;52;1.730;1830
Herman CAP-50 Smuggler;Laser;95;54;3.146;2020
Herman CAP-52 (L);Laser;88;52;1.850;1950
Herman CAP-56 (L);Laser;94;51;2.437;2030
Herman CAP-62 Desert (L);Laser;100;51;2.743;2135
Herman CAP-64 Jungle (L);Laser;88;59;2.772;1845
Herman CAP-65 Arctic (L);Laser;103;51;2.738;2205
Herman CAP-R;Laser;6;67;0.100;140
Herman CAP-TT (L);Laser;5;70;0.020;118
Herman LAW-0 (L);Laser;12;36;0.040;290
Herman LAW-5 Arctic (L);Laser;25;36;0.823;525
Herman LAW-5 Arctic MK.I (L);Laser;25;36; ;525
Herman LAW-5 Desert (L);Laser;24;36;0.783;505
Herman LAW-5 Desert MK.I (L);Laser;24;36; ;505
Herman LAW-6 Jungle (L);Laser;21;44;0.901;420
Herman LAW-6 Jungle MK.I (L);Laser;21;44; ;420
Herman LAW-10 (L);Laser;34;42;0.700;745
Herman LAW-10 Smuggler;Laser;22;40;0.902;455
Herman LAW-13 (L);Laser;48;37;1.367;1030
Herman LAW-16 Arctic (L);Laser;57;37; ;1255
Herman LAW-20 Smuggler;Laser;62;41;2.544;1280
Herman LAW-21 Desert (L);Laser;67;37;2.152;1410
Herman LAW-21 Desert MK.I (L);Laser;67;37; ;1410
Herman LAW-22 Arctic (L);Laser;70;37;2.278;1470
Herman LAW-22 Arctic MK.I (L);Laser;70;37; ;1470
Herman LAW-23 Jungle (L);Laser;59;45;2.368;1195
Herman LAW-23 Jungle MK.I (L);Laser;59;45; ;1195
Herman LAW-27 (L);Laser;78;38;2.675;1625
Herman LAW-30 Smuggler;Laser;85;42;3.757;1725
Herman LAW-32 (L);Laser;78; ;1.600;1705
Herman LAW-37 Arctic (L);Laser;89;40; ;1960
Herman LAW-40 Smuggler;Laser;101;43;4.681;2025
Herman LAW-42 Desert (L);Laser;91;38;3.345;1870
Herman LAW-42 Desert MK.I (L);Laser;91;38; ;1870
Herman LAW-44 Arctic (L);Laser;95;38;3.417;1960
Herman LAW-46 Jungle (L);Laser;80;46;3.486;1590
Herman LAW-46 Jungle MK.I (L);Laser;80;46; ;1590
Herman LAW-50 (L);Laser;100;39;3.731;2050
Herman LAW-50 Smuggler;Laser;117;44;5.638;2320
Herman LAW-51 Jungle (L);Laser;100;40;2.000;2210
Herman LAW-56 Desert (L);Laser;109;39;4.122;2225
Herman LAW-58 Arctic (L);Laser;114;39;4.323;2325
Herman LAW-60 Jungle (L);Laser;96;47;4.375;1885
Herman LAW-66 (L);Laser;120;40;4.730;2430
Herman LAW-71 Desert (L);Laser;126;40;4.993;2545
Herman LAW-75 Arctic (L);Laser;132;40;5.234;2665
Herman LAW-77 Jungle (L);Laser;112;48;5.361;2170
Herman LAW-R;Laser;8;40;0.100;190
Herman LAW Trainer (L);Laser;3;36; ;24
Herman LAW Trainer MkI (L);Laser;3;36;0.452;26
Herman LAW-TT (L);Laser;7;44;0.030;166
Herman PF-TT (L);Power Fist;5;80;1.202;0
Herman RAW-101;Laser;67;26;1.639;1505
Herman RAW-202;Laser;81;24;2.055;1815
Herman RAW-202 Smuggler;Laser;78;28;2.352;1650
Herman RAW-303;Laser;100;22;2.632;2235
Herman RAW-303 Smuggler;Laser;100;26;3.277;2090
Herman RAW-404;Laser;118;20;3.119;2640
Herman RAW-404 Smuggler;Laser;126;24;4.422;2605
Herman RAW-505;Laser;145;18;3.928;3240
Herman RAW-505 Smuggler;Laser;158;22;6.442;3175
Herman SIR-10;BLP;58;30;1.948;1250
Herman SIR-10 Smuggler;BLP;50;34;2.760;933
Herman SIR-20;BLP;70;28;2.410;1510
Herman SIR-20 Smuggler;BLP;67;32;3.057;1315
Herman SIR-30;BLP;84;26;2.933;1805
Herman SIR-30 Smuggler;BLP;87;30;3.731;1730
Herman SIR-40;BLP;100;24;3.521;2150
Herman SIR-40 Smuggler;BLP;108;28;4.800;2130
Herman SIR-50;BLP;120;22;4.318;2575
Herman SIR-50 Smuggler;BLP;134;26;6.800;2560
Herman XBR-1 Chulan Edition;BLP;90;17;5.493;1656
Herman XBR-2 Chulan Edition;BLP;81;38;4.890;1466
Herman XLR Chulan Edition;Laser;129;23;7.320;2193
Herman XP-1 Scanthi Edition;BLP;67;86;0.300;1500
Hero's Sword;Longblades;49;56;11.558;0
Hilqa Knife B-100 (L);Shortblades;5;78;1.200;0
Hilqa Knife M1 (L);Shortblades;7;61;1.673;0
Hilqa Knife M2 (L);Shortblades;8;61;1.922;0
Hilqa Knife M3 (L);Shortblades;11;61;2.629;0
Hilqa Knife M4 (L);Shortblades;13;61;3.107;0
HK Series S-43 (L);BLP; ; ; ; 
HK Series S-50 (L);BLP;83;53;3.368;1650
HK Series S-54 (L);BLP;87;53;3.935;1710
HK Series S-57 (L);BLP;90;53;4.060;1770
HK Series S-62 (L);BLP;95;53;4.168;1880
Hojoom G1 (L);Laser;3;56;0.058;66
Hojoom G2 (L);Laser;5;56;0.066;113
